College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Sanjay Ghodawat Institute, Dhule 13",North Maharashtra University,Dhule,5723,3410,2313,206,100,512,96,85,76,30,979,A++,2025
"Smt. Kashibai Navale College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Latur,2498,1698,800,156,83,431,83,68,76,45,533,A+,2022
"Smt. Kashibai Navale College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Latur,2644,1676,968,138,82,424,88,66,77,39,546,A+,2023
"Smt. Kashibai Navale College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Latur,2969,1558,1411,147,86,461,88,69,74,45,578,A+,2024
"Smt. Kashibai Navale College of Engineering, Kalyan",Dr. Babasaheb Ambedkar Technological University,Latur,2800,1501,1299,148,90,390,86,65,74,44,657,A+,2025
"Sardar Patel College of Engineering, Ratnagiri",SNDT Women's University,Osmanabad,2591,1454,1137,116,86,494,75,73,68,94,903,A,2022
"Sardar Patel College of Engineering, Ratnagiri",SNDT Women's University,Osmanabad,2851,1246,1605,113,86,442,75,75,68,98,991,A,2023
"Sardar Patel College of Engineering, Ratnagiri",SNDT Women's University,Osmanabad,2901,1669,1232,108,93,491,76,74,69,97,994,A,2024
"Sardar Patel College of Engineering, Ratnagiri",SNDT Women's University,Osmanabad,2977,1590,1387,102,94,454,77,73,68,95,1165,A,2025
"Vishwakarma Institute of Technology, Amravati 78",University of Mumbai,Raigad,1950,894,1056,105,67,356,94,88,53,63,398,A++,2022
"Vishwakarma Institute of Technology, Amravati 78",University of Mumbai,Raigad,2031,1083,948,101,76,370,94,88,52,66,412,A++,2023
"Vishwakarma Institute of Technology, Amravati 78",University of Mumbai,Raigad,1961,1186,775,112,71,385,97,87,52,63,439,A++,2024
"Vishwakarma Institute of Technology, Amravati 78",University of Mumbai,Raigad,2186,1384,802,106,72,329,95,86,53,67,477,A++,2025
"Rajarambapu Institute of Technology, Latur 52",Savitribai Phule Pune University,Nashik,4550,2861,1689,350,54,1096,73,66,65,3,959,B+,2022
"Rajarambapu Institute of Technology, Latur 52",Savitribai Phule Pune University,Nashik,5132,2918,2214,350,61,1107,69,66,67,1,1032,B+,2023
"Rajarambapu Institute of Technology, Latur 52",Savitribai Phule Pune University,Nashik,5284,3079,2205,350,63,928,76,66,67,3,1050,B+,2024
"Rajarambapu Institute of Technology, Latur 52",Savitribai Phule Pune University,Nashik,5257,3243,2014,347,61,1029,76,67,67,5,1119,B+,2025
"Maharashtra Institute of Technology, Ratnagiri 36",Savitribai Phule Pune University,Ahmednagar,4426,2479,1947,234,48,731,72,89,83,75,924,B++,2022
"Maharashtra Institute of Technology, Ratnagiri 36",Savitribai Phule Pune University,Ahmednagar,4309,2753,1556,265,55,777,74,90,83,73,1014,B++,2023
"Maharashtra Institute of Technology, Ratnagiri 36",Savitribai Phule Pune University,Ahmednagar,4823,3197,1626,252,57,794,77,88,81,77,1071,B++,2024
"Maharashtra Institute of Technology, Ratnagiri 36",Savitribai Phule Pune University,Ahmednagar,5000,2756,2244,250,57,780,79,89,80,75,1049,B++,2025
"Pillai College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,1126,681,445,71,66,76,96,76,65,82,495,B,2022
"Pillai College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,1252,734,518,70,70,74,99,80,64,81,559,B,2023
"Pillai College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,1243,773,470,73,73,67,99,76,66,84,591,B,2024
"Pillai College of Engineering, Ratnagiri",SNDT Women's University,Parbhani,1384,716,668,74,72,78,98,76,65,82,618,B,2025
"Sandip Foundation College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Amravati,510,273,237,27,54,83,96,65,65,33,1255,B,2022
"Sandip Foundation College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Amravati,573,301,272,29,52,81,99,65,65,33,1301,B,2023
"Sandip Foundation College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Amravati,596,285,311,26,57,84,98,66,66,30,1473,B,2024
"Sandip Foundation College of Engineering, Solapur",Dr. Babasaheb Ambedkar Technological University,Amravati,632,338,294,29,58,82,100,65,63,31,1399,B,2025
"Shri Guru Gobind Singhji Institute of Engineering, Bandra 83",Shivaji University,Solapur,3440,1545,1895,147,73,322,92,86,93,69,1295,B++,2022
"Shri Guru Gobind Singhji Institute of Engineering, Bandra 83",Shivaji University,Solapur,3553,1591,1962,132,77,358,88,83,93,63,1398,B++,2023
"Shri Guru Gobind Singhji Institute of Engineering, Bandra 83",Shivaji University,Solapur,3578,1978,1600,136,72,359,89,84,94,66,1372,B++,2024
"Shri Guru Gobind Singhji Institute of Engineering, Bandra 83",Shivaji University,Solapur,3646,1623,2023,134,73,356,93,84,94,63,1500,B++,2025
"St. John College of Engineering, Baramati",SNDT Women's University,Nanded,5299,3389,1910,267,66,630,68,93,54,45,598,B+,2022
"St. John College of Engineering, Baramati",SNDT Women's University,Nanded,5651,3479,2172,274,68,588,68,93,56,43,671,B+,2023
"St. John College of Engineering, Baramati",SNDT Women's University,Nanded,5672,2782,2890,266,67,585,64,94,55,44,667,B+,2024
"St. John College of Engineering, Baramati",SNDT Women's University,Nanded,6000,3107,2893,258,68,597,69,97,54,45,776,B+,2025
"Smt. Kashibai Navale College of Engineering, Nanded 34",University of Mumbai,Raigad,5320,3089,2231,343,58,785,74,66,89,50,1337,B,2022
"Smt. Kashibai Navale College of Engineering, Nanded 34",University of Mumbai,Raigad,5940,3735,2205,321,52,823,77,70,88,48,1464,B,2023
"Smt. Kashibai Navale College of Engineering, Nanded 34",University of Mumbai,Raigad,6000,4071,1929,332,58,867,73,68,87,48,1500,B,2024
"Smt. Kashibai Navale College of Engineering, Nanded 34",University of Mumbai,Raigad,6000,3655,2345,331,61,845,78,69,88,51,1500,B,2025
"Government College of Engineering, Lonavala",Shivaji University,Satara,3585,2166,1419,199,96,222,95,77,70,92,507,A,2022
"Government College of Engineering, Lonavala",Shivaji University,Satara,3633,2087,1546,217,93,232,95,79,72,90,518,A,2023
"Government College of Engineering, Lonavala",Shivaji University,Satara,4204,2857,1347,218,94,231,99,79,73,92,576,A,2024
"Government College of Engineering, Lonavala",Shivaji University,Satara,3955,2472,1483,203,91,233,97,77,73,95,599,A,2025
"Sandip Foundation College of Engineering, Karad",SNDT Women's University,Latur,2782,1414,1368,122,90,621,70,83,56,58,338,B+,2022
"Sandip Foundation College of Engineering, Karad",SNDT Women's University,Latur,2960,1265,1695,108,89,559,71,84,56,63,358,B+,2023
"Sandip Foundation College of Engineering, Karad",SNDT Women's University,Latur,3114,1580,1534,111,86,575,71,85,57,58,393,B+,2024
"Sandip Foundation College of Engineering, Karad",SNDT Women's University,Latur,2962,1961,1001,113,88,543,71,83,56,63,413,B+,2025
"Ramrao Adik Institute of Technology, Amravati 72",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,2970,1927,1043,148,62,344,77,91,99,42,759,A+,2022
"Ramrao Adik Institute of Technology, Amravati 72",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3014,1486,1528,155,57,348,82,93,100,43,864,A+,2023
"Ramrao Adik Institute of Technology, Amravati 72",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3368,2284,1084,132,65,323,80,93,100,42,915,A+,2024
"Ramrao Adik Institute of Technology, Amravati 72",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3700,1676,2024,152,60,363,80,92,99,45,919,A+,2025
"Smt. Kashibai Navale College of Engineering, Baramati",University of Mumbai,Palghar,3890,2360,1530,173,75,315,84,96,69,54,186,A++,2022
"Smt. Kashibai Navale College of Engineering, Baramati",University of Mumbai,Palghar,4090,1934,2156,159,81,297,84,98,71,55,210,A++,2023
"Smt. Kashibai Navale College of Engineering, Baramati",University of Mumbai,Palghar,4218,2379,1839,178,77,298,84,100,69,51,208,A++,2024
"Smt. Kashibai Navale College of Engineering, Baramati",University of Mumbai,Palghar,4778,2869,1909,158,81,330,85,98,68,49,236,A++,2025
"K.J. Somaiya College of Engineering, Aurangabad 44",SNDT Women's University,Amravati,2826,1411,1415,116,59,544,89,85,89,19,659,A+,2022
"K.J. Somaiya College of Engineering, Aurangabad 44",SNDT Women's University,Amravati,2903,1924,979,128,57,593,92,87,89,22,719,A+,2023
"K.J. Somaiya College of Engineering, Aurangabad 44",SNDT Women's University,Amravati,3254,2013,1241,114,58,579,94,85,92,20,728,A+,2024
"K.J. Somaiya College of Engineering, Aurangabad 44",SNDT Women's University,Amravati,3466,1955,1511,116,57,598,93,86,89,24,819,A+,2025
"Smt. Kashibai Navale College of Engineering, Mumbai",Shivaji University,Solapur,1775,776,999,91,54,266,64,73,89,52,1267,A+,2022
"Smt. Kashibai Navale College of Engineering, Mumbai",Shivaji University,Solapur,1917,1293,624,85,60,250,63,73,89,54,1409,A+,2023
"Smt. Kashibai Navale College of Engineering, Mumbai",Shivaji University,Solapur,2004,847,1157,93,54,250,68,74,91,55,1451,A+,2024
"Smt. Kashibai Navale College of Engineering, Mumbai",Shivaji University,Solapur,2016,881,1135,86,56,238,66,73,90,54,1500,A+,2025
"Atharva College of Engineering, Sangli",SNDT Women's University,Latur,765,363,402,39,92,94,60,87,98,67,455,A++,2022
"Atharva College of Engineering, Sangli",SNDT Women's University,Latur,788,334,454,40,93,86,61,83,98,68,476,A++,2023
"Atharva College of Engineering, Sangli",SNDT Women's University,Latur,825,488,337,41,95,96,62,87,100,68,510,A++,2024
"Atharva College of Engineering, Sangli",SNDT Women's University,Latur,896,582,314,40,90,87,61,86,98,70,537,A++,2025
"Government College of Engineering, Wadala",Dr. Babasaheb Ambedkar Technological University,Chandrapur,2994,1607,1387,183,53,361,100,82,62,10,173,A+,2022
"Government College of Engineering, Wadala",Dr. Babasaheb Ambedkar Technological University,Chandrapur,3143,2059,1084,205,51,389,95,86,60,6,189,A+,2023
"Government College of Engineering, Wadala",Dr. Babasaheb Ambedkar Technological University,Chandrapur,3228,2174,1054,210,57,381,98,83,60,6,200,A+,2024
"Government College of Engineering, Wadala",Dr. Babasaheb Ambedkar Technological University,Chandrapur,3559,1540,2019,197,53,356,96,82,59,5,203,A+,2025
"Shri Guru Gobind Singhji Institute of Engineering, Latur",SNDT Women's University,Nanded,1426,599,827,84,80,172,72,76,74,0,535,B++,2022
"Shri Guru Gobind Singhji Institute of Engineering, Latur",SNDT Women's University,Nanded,1549,904,645,93,81,191,74,76,77,0,527,B++,2023
"Shri Guru Gobind Singhji Institute of Engineering, Latur",SNDT Women's University,Nanded,1548,769,779,89,75,169,75,74,76,1,598,B++,2024
"Shri Guru Gobind Singhji Institute of Engineering, Latur",SNDT Women's University,Nanded,1739,768,971,91,75,187,73,76,75,0,609,B++,2025
"Walchand College of Engineering, Akola 28",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4228,2855,1373,305,65,717,60,87,92,35,1114,B+,2022
"Walchand College of Engineering, Akola 28",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4686,1972,2714,330,69,861,64,91,92,32,1204,B+,2023
"Walchand College of Engineering, Akola 28",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4631,3032,1599,292,72,865,65,90,92,31,1183,B+,2024
"Walchand College of Engineering, Akola 28",Dr. Babasaheb Ambedkar Technological University,Chandrapur,4641,2730,1911,335,71,849,66,87,90,31,1231,B+,2025
"Maharashtra Institute of Technology, Wadala",Dr. Babasaheb Ambedkar Technological University,Osmanabad,1326,668,658,75,69,107,76,93,93,18,485,A++,2022
"Maharashtra Institute of Technology, Wadala",Dr. Babasaheb Ambedkar Technological University,Osmanabad,1442,766,676,77,70,103,76,97,96,17,502,A++,2023
"Maharashtra Institute of Technology, Wadala",Dr. Babasaheb Ambedkar Technological University,Osmanabad,1469,622,847,73,73,103,78,97,93,19,541,A++,2024
"Maharashtra Institute of Technology, Wadala",Dr. Babasaheb Ambedkar Technological University,Osmanabad,1586,930,656,80,69,99,77,97,96,17,562,A++,2025
"Terna Engineering College, Wadala",Shivaji University,Satara,5609,3186,2423,350,74,588,96,72,75,10,1020,B++,2022
"Terna Engineering College, Wadala",Shivaji University,Satara,5968,3692,2276,342,83,575,100,72,78,10,1099,B++,2023
"Terna Engineering College, Wadala",Shivaji University,Satara,5739,3685,2054,350,81,616,96,74,77,12,1192,B++,2024
"Terna Engineering College, Wadala",Shivaji University,Satara,6000,2703,3297,349,81,590,100,72,78,12,1243,B++,2025
"D.Y. Patil Institute of Engineering, Chandrapur",Dr. Babasaheb Ambedkar Technological University,Aurangabad,4281,1881,2400,174,71,753,75,77,54,68,1016,A,2022
"D.Y. Patil Institute of Engineering, Chandrapur",Dr. Babasaheb Ambedkar Technological University,Aurangabad,4486,2048,2438,185,69,812,75,76,51,73,1111,A,2023
"D.Y. Patil Institute of Engineering, Chandrapur",Dr. Babasaheb Ambedkar Technological University,Aurangabad,5165,3356,1809,179,70,773,77,73,53,72,1131,A,2024
"D.Y. Patil Institute of Engineering, Chandrapur",Dr. Babasaheb Ambedkar Technological University,Aurangabad,5110,3255,1855,167,74,750,83,77,52,68,1281,A,2025
"Bharti Vidyapeeth College of Engineering, Bandra 43",Shivaji University,Kolhapur,549,349,200,26,48,125,88,72,57,97,1083,A++,2022
"Bharti Vidyapeeth College of Engineering, Bandra 43",Shivaji University,Kolhapur,609,320,289,27,56,107,94,73,56,100,1159,A++,2023
"Bharti Vidyapeeth College of Engineering, Bandra 43",Shivaji University,Kolhapur,651,358,293,27,55,123,95,74,54,96,1135,A++,2024
"Bharti Vidyapeeth College of Engineering, Bandra 43",Shivaji University,Kolhapur,647,430,217,27,53,107,92,75,55,96,1203,A++,2025
"Rajarambapu Institute of Technology, Akola 33",University of Mumbai,Raigad,3874,2019,1855,162,64,362,60,69,62,6,642,A+,2022
"Rajarambapu Institute of Technology, Akola 33",University of Mumbai,Raigad,4221,1837,2384,142,65,440,64,70,63,8,653,A+,2023
"Rajarambapu Institute of Technology, Akola 33",University of Mumbai,Raigad,4486,1984,2502,144,62,421,61,71,61,8,751,A+,2024
"Rajarambapu Institute of Technology, Akola 33",University of Mumbai,Raigad,4502,2851,1651,143,62,364,62,72,62,7,717,A+,2025
"Maharashtra Institute of Technology, Pune 85",University of Mumbai,Raigad,3053,1485,1568,185,70,728,78,70,74,45,426,A+,2022
"Maharashtra Institute of Technology, Pune 85",University of Mumbai,Raigad,3195,1458,1737,181,77,665,78,72,73,46,478,A+,2023
"Maharashtra Institute of Technology, Pune 85",University of Mumbai,Raigad,3196,1836,1360,173,78,713,78,68,73,43,475,A+,2024
"Maharashtra Institute of Technology, Pune 85",University of Mumbai,Raigad,3330,1864,1466,171,73,614,78,68,73,42,539,A+,2025
"D.Y. Patil Institute of Engineering, Sangli",SNDT Women's University,Akola,4121,2162,1959,183,83,880,69,71,59,89,197,B++,2022
"D.Y. Patil Institute of Engineering, Sangli",SNDT Women's University,Akola,4401,2791,1610,173,85,871,67,73,59,90,213,B++,2023
"D.Y. Patil Institute of Engineering, Sangli",SNDT Women's University,Akola,4635,2486,2149,180,87,972,70,72,58,90,223,B++,2024
"D.Y. Patil Institute of Engineering, Sangli",SNDT Women's University,Akola,4526,2842,1684,174,89,869,70,74,57,88,236,B++,2025
"Sinhgad Institute of Technology, Nashik",Shivaji University,Sindhudurg,4724,2529,2195,216,52,777,82,68,94,92,325,B++,2022
"Sinhgad Institute of Technology, Nashik",Shivaji University,Sindhudurg,5243,2419,2824,227,53,808,83,66,94,90,342,B++,2023
"Sinhgad Institute of Technology, Nashik",Shivaji University,Sindhudurg,5343,2673,2670,207,55,855,80,65,92,93,393,B++,2024
"Sinhgad Institute of Technology, Nashik",Shivaji University,Sindhudurg,5840,2596,3244,242,55,737,87,66,95,95,398,B++,2025
"Atharva College of Engineering, Thane",Shivaji University,Solapur,2874,1339,1535,257,90,445,95,78,93,46,1098,B,2022
"Atharva College of Engineering, Thane",Shivaji University,Solapur,2910,1933,977,259,85,460,98,78,92,43,1179,B,2023
"Atharva College of Engineering, Thane",Shivaji University,Solapur,3240,2119,1121,246,86,385,100,80,91,40,1183,B,2024
"Atharva College of Engineering, Thane",Shivaji University,Solapur,3219,2074,1145,269,92,466,100,81,93,43,1301,B,2025
"Dwarkadas J. Sanghvi College of Engineering, Bandra 13",Dr. Babasaheb Ambedkar Technological University,Amravati,3096,1326,1770,141,89,353,95,67,50,82,388,B++,2022
"Dwarkadas J. Sanghvi College of Engineering, Bandra 13",Dr. Babasaheb Ambedkar Technological University,Amravati,3081,1577,1504,152,88,395,93,66,50,79,430,B++,2023
"Dwarkadas J. Sanghvi College of Engineering, Bandra 13",Dr. Babasaheb Ambedkar Technological University,Amravati,3313,1975,1338,140,88,404,93,67,50,79,426,B++,2024
"Dwarkadas J. Sanghvi College of Engineering, Bandra 13",Dr. Babasaheb Ambedkar Technological University,Amravati,3390,1451,1939,140,85,384,99,68,50,79,465,B++,2025
"Dwarkadas J. Sanghvi College of Engineering, Kalyan 22",Savitribai Phule Pune University,Pune,2907,1908,999,211,63,196,75,88,76,29,243,B++,2022
"Dwarkadas J. Sanghvi College of Engineering, Kalyan 22",Savitribai Phule Pune University,Pune,2952,1526,1426,199,61,166,74,87,74,27,252,B++,2023
"Dwarkadas J. Sanghvi College of Engineering, Kalyan 22",Savitribai Phule Pune University,Pune,3183,2115,1068,181,60,179,75,91,74,27,272,B++,2024
"Dwarkadas J. Sanghvi College of Engineering, Kalyan 22",Savitribai Phule Pune University,Pune,3439,1871,1568,182,64,201,77,89,75,32,301,B++,2025
"Fr. Conceicao Rodrigues College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,3735,1756,1979,257,76,746,60,70,74,49,156,B++,2022
"Fr. Conceicao Rodrigues College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4019,2480,1539,257,78,709,60,70,76,55,161,B++,2023
"Fr. Conceicao Rodrigues College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4241,2867,1374,236,76,793,60,71,74,52,180,B++,2024
"Fr. Conceicao Rodrigues College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4269,1860,2409,231,77,693,61,71,76,55,180,B++,2025
"Vivekanand Education Society's Institute of Technology, Karad",Savitribai Phule Pune University,Pune,4909,3066,1843,252,79,865,86,86,73,3,514,B+,2022
"Vivekanand Education Society's Institute of Technology, Karad",Savitribai Phule Pune University,Pune,5659,3194,2465,246,78,769,87,84,72,6,537,B+,2023
"Vivekanand Education Society's Institute of Technology, Karad",Savitribai Phule Pune University,Pune,5495,2502,2993,267,79,875,89,87,74,9,601,B+,2024
"Vivekanand Education Society's Institute of Technology, Karad",Savitribai Phule Pune University,Pune,6000,3752,2248,251,81,868,94,85,72,4,618,B+,2025
"Fr. Conceicao Rodrigues College of Engineering, Nanded",University of Mumbai,Palghar,4057,2150,1907,176,64,710,70,70,100,86,518,B+,2022
"Fr. Conceicao Rodrigues College of Engineering, Nanded",University of Mumbai,Palghar,4103,1732,2371,191,72,731,68,70,97,83,539,B+,2023
"Fr. Conceicao Rodrigues College of Engineering, Nanded",University of Mumbai,Palghar,4443,1894,2549,188,66,812,65,69,99,87,553,B+,2024
"Fr. Conceicao Rodrigues College of Engineering, Nanded",University of Mumbai,Palghar,4812,2710,2102,176,73,781,67,69,98,81,597,B+,2025
"Smt. Kashibai Navale College of Engineering, Chandrapur",SNDT Women's University,Nanded,1305,814,491,107,58,191,88,71,65,78,444,B,2022
"Smt. Kashibai Navale College of Engineering, Chandrapur",SNDT Women's University,Nanded,1275,680,595,107,57,184,83,73,67,79,500,B,2023
"Smt. Kashibai Navale College of Engineering, Chandrapur",SNDT Women's University,Nanded,1428,774,654,110,54,178,88,69,65,81,548,B,2024
"Smt. Kashibai Navale College of Engineering, Chandrapur",SNDT Women's University,Nanded,1435,690,745,107,57,167,88,73,66,79,579,B,2025
"Bharti Vidyapeeth College of Engineering, Nashik 51",SNDT Women's University,Aurangabad,3001,1394,1607,238,72,206,96,70,98,58,921,A+,2022
"Bharti Vidyapeeth College of Engineering, Nashik 51",SNDT Women's University,Aurangabad,3242,1763,1479,219,70,190,98,72,99,59,1053,A+,2023
"Bharti Vidyapeeth College of Engineering, Nashik 51",SNDT Women's University,Aurangabad,3521,1602,1919,254,69,179,97,72,100,56,1094,A+,2024
"Bharti Vidyapeeth College of Engineering, Nashik 51",SNDT Women's University,Aurangabad,3602,2378,1224,251,71,172,98,74,99,59,1068,A+,2025
"Sandip Foundation College of Engineering, Baramati 18",North Maharashtra University,Nandurbar,500,291,209,23,45,79,84,95,82,97,434,B++,2022
"Sandip Foundation College of Engineering, Baramati 18",North Maharashtra University,Nandurbar,500,267,233,25,47,80,84,94,83,100,438,B++,2023
"Sandip Foundation College of Engineering, Baramati 18",North Maharashtra University,Nandurbar,571,352,219,26,52,74,85,96,83,99,463,B++,2024
"Sandip Foundation College of Engineering, Baramati 18",North Maharashtra University,Nandurbar,586,371,215,25,50,83,89,96,84,98,501,B++,2025
"Terna Engineering College, Baramati",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3404,1970,1434,155,80,760,94,88,75,77,564,A++,2022
"Terna Engineering College, Baramati",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3677,2479,1198,151,84,716,93,87,76,78,607,A++,2023
"Terna Engineering College, Baramati",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3760,1695,2065,170,85,696,95,91,77,74,639,A++,2024
"Terna Engineering College, Baramati",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3874,1779,2095,152,85,798,94,90,75,78,630,A++,2025
"Sardar Patel College of Engineering, Sangli 38",Dr. Babasaheb Ambedkar Technological University,Akola,3541,2301,1240,192,94,568,95,86,94,94,1105,A+,2022
"Sardar Patel College of Engineering, Sangli 38",Dr. Babasaheb Ambedkar Technological University,Akola,3723,1711,2012,181,95,517,92,85,96,97,1234,A+,2023
"Sardar Patel College of Engineering, Sangli 38",Dr. Babasaheb Ambedkar Technological University,Akola,3844,2270,1574,177,96,520,94,85,95,96,1240,A+,2024
"Sardar Patel College of Engineering, Sangli 38",Dr. Babasaheb Ambedkar Technological University,Akola,4107,1734,2373,183,97,496,95,84,95,94,1293,A+,2025
"Smt. Kashibai Navale College of Engineering, Solapur",University of Mumbai,Palghar,2737,1233,1504,120,86,197,74,98,84,91,1308,B,2022
"Smt. Kashibai Navale College of Engineering, Solapur",University of Mumbai,Palghar,2920,1647,1273,121,87,191,72,99,83,89,1402,B,2023
"Smt. Kashibai Navale College of Engineering, Solapur",University of Mumbai,Palghar,3092,1776,1316,128,87,217,72,96,84,90,1426,B,2024
"Smt. Kashibai Navale College of Engineering, Solapur",University of Mumbai,Palghar,3210,1418,1792,127,93,198,71,99,85,91,1493,B,2025
"Vishwakarma Institute of Technology, Bandra",Savitribai Phule Pune University,Ahmednagar,3950,2650,1300,223,90,828,92,83,76,0,1073,B+,2022
"Vishwakarma Institute of Technology, Bandra",Savitribai Phule Pune University,Ahmednagar,4179,2038,2141,197,84,803,92,81,76,3,1179,B+,2023
"Vishwakarma Institute of Technology, Bandra",Savitribai Phule Pune University,Ahmednagar,4709,2625,2084,203,90,829,94,83,79,4,1245,B+,2024
"Vishwakarma Institute of Technology, Bandra",Savitribai Phule Pune University,Ahmednagar,5003,2834,2169,199,91,801,96,85,78,3,1331,B+,2025
"Sardar Patel College of Engineering, Dhule 37",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1617,946,671,70,90,340,73,67,74,60,277,A,2022
"Sardar Patel College of Engineering, Dhule 37",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1628,991,637,68,92,339,70,68,72,56,291,A,2023
"Sardar Patel College of Engineering, Dhule 37",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1667,823,844,60,87,315,77,69,73,58,305,A,2024
"Sardar Patel College of Engineering, Dhule 37",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,1780,1099,681,67,93,328,74,69,74,57,331,A,2025
"K.K. Wagh Institute of Engineering Education, Wadala 29",SNDT Women's University,Chandrapur,4290,1927,2363,202,85,458,62,88,74,52,691,A+,2022
"K.K. Wagh Institute of Engineering Education, Wadala 29",SNDT Women's University,Chandrapur,4585,2067,2518,180,87,503,62,87,75,55,725,A+,2023
"K.K. Wagh Institute of Engineering Education, Wadala 29",SNDT Women's University,Chandrapur,4607,2884,1723,179,93,492,63,89,75,51,787,A+,2024
"K.K. Wagh Institute of Engineering Education, Wadala 29",SNDT Women's University,Chandrapur,4721,2678,2043,181,95,437,67,87,73,54,829,A+,2025
"Vivekanand Education Society's Institute of Technology, Mumbai",Shivaji University,Solapur,5239,2875,2364,216,74,1155,81,75,98,91,461,A+,2022
"Vivekanand Education Society's Institute of Technology, Mumbai",Shivaji University,Solapur,5385,3544,1841,216,75,992,82,77,99,92,502,A+,2023
"Vivekanand Education Society's Institute of Technology, Mumbai",Shivaji University,Solapur,5698,3075,2623,206,78,969,84,76,99,95,523,A+,2024
"Vivekanand Education Society's Institute of Technology, Mumbai",Shivaji University,Solapur,6000,2559,3441,215,77,1146,88,76,99,92,543,A+,2025
"Sinhgad Institute of Technology, Akola",North Maharashtra University,Jalgaon,3571,1899,1672,250,63,270,97,79,50,41,995,A++,2022
"Sinhgad Institute of Technology, Akola",North Maharashtra University,Jalgaon,3948,1706,2242,253,63,307,100,82,50,39,1072,A++,2023
"Sinhgad Institute of Technology, Akola",North Maharashtra University,Jalgaon,4026,2370,1656,249,59,262,96,82,50,44,1049,A++,2024
"Sinhgad Institute of Technology, Akola",North Maharashtra University,Jalgaon,4183,2104,2079,249,63,267,96,83,51,40,1229,A++,2025
"Terna Engineering College, Aurangabad",North Maharashtra University,Dhule,5040,2278,2762,350,87,837,81,94,100,71,1156,A,2022
"Terna Engineering College, Aurangabad",North Maharashtra University,Dhule,5064,2387,2677,350,87,867,80,97,100,75,1143,A,2023
"Terna Engineering College, Aurangabad",North Maharashtra University,Dhule,5590,3184,2406,350,90,880,79,95,100,74,1251,A,2024
"Terna Engineering College, Aurangabad",North Maharashtra University,Dhule,6000,3548,2452,333,87,774,79,97,100,75,1368,A,2025
"Pillai College of Engineering, Nagpur 41",Dr. Babasaheb Ambedkar Technological University,Nanded,4532,2614,1918,331,77,356,94,89,56,42,491,A+,2022
"Pillai College of Engineering, Nagpur 41",Dr. Babasaheb Ambedkar Technological University,Nanded,4584,2029,2555,341,74,364,91,88,57,41,540,A+,2023
"Pillai College of Engineering, Nagpur 41",Dr. Babasaheb Ambedkar Technological University,Nanded,4795,2634,2161,350,83,389,98,89,57,41,548,A+,2024
"Pillai College of Engineering, Nagpur 41",Dr. Babasaheb Ambedkar Technological University,Nanded,5091,2344,2747,327,84,346,97,92,55,46,576,A+,2025
"Bharti Vidyapeeth College of Engineering, Wadala",Savitribai Phule Pune University,Ahmednagar,2171,1287,884,88,86,347,98,65,58,88,733,A,2022
"Bharti Vidyapeeth College of Engineering, Wadala",Savitribai Phule Pune University,Ahmednagar,2151,1150,1001,80,83,301,93,65,57,83,820,A,2023
"Bharti Vidyapeeth College of Engineering, Wadala",Savitribai Phule Pune University,Ahmednagar,2337,1367,970,87,86,304,94,65,57,87,868,A,2024
"Bharti Vidyapeeth College of Engineering, Wadala",Savitribai Phule Pune University,Ahmednagar,2606,1522,1084,79,88,313,97,65,58,83,874,A,2025
"Fr. Conceicao Rodrigues College of Engineering, Jalgaon 79",North Maharashtra University,Dhule,2207,1150,1057,95,91,536,82,70,73,33,1065,B+,2022
"Fr. Conceicao Rodrigues College of Engineering, Jalgaon 79",North Maharashtra University,Dhule,2396,1500,896,87,88,450,86,72,74,35,1184,B+,2023
